burst_lines,column_twist,descriptions_in_one_stripe,descriptions_lost_in_one_stripe,fraction,n_burst_positions,n_descriptions,outcome,scheme,stripe_lost
2,3,0,0,1.0,277,1,lost,bawp-8,False
4,3,1,-1,1.0,276,1,touched,bawp-8,False
4,3,0,0,1.0,276,1,lost,bawp-8,False
8,3,1,-1,1.0,274,1,touched,bawp-8,False
8,3,0,0,1.0,274,1,lost,bawp-8,False
16,3,1,-1,1.0,270,1,touched,bawp-8,False
16,3,0,0,1.0,270,1,lost,bawp-8,False
24,3,1,-1,1.0,266,1,touched,bawp-8,False
24,3,0,0,1.0,266,1,lost,bawp-8,False
32,3,1,-1,1.0,262,1,touched,bawp-8,False
32,3,0,0,1.0,262,1,lost,bawp-8,False
48,3,1,-1,1.0,254,1,touched,bawp-8,False
48,3,0,0,1.0,254,1,lost,bawp-8,False
64,3,1,-1,1.0,246,1,touched,bawp-8,False
64,3,0,0,1.0,246,1,lost,bawp-8,False
1,0,1,-1,1.0,278,2,touched,bawp-8,False
1,0,0,0,1.0,278,2,lost,bawp-8,False
2,0,1,-1,0.9964,276,2,touched,bawp-8,False
2,0,2,-1,0.0036,1,2,touched,bawp-8,False
2,0,0,0,1.0,277,2,lost,bawp-8,False
4,0,1,-1,0.9928,274,2,touched,bawp-8,False
4,0,2,-1,0.0072,2,2,touched,bawp-8,False
4,0,0,0,1.0,276,2,lost,bawp-8,False
8,0,1,-1,0.9854,270,2,touched,bawp-8,False
8,0,2,-1,0.0146,4,2,touched,bawp-8,False
8,0,0,0,1.0,274,2,lost,bawp-8,False
16,0,1,-1,0.9704,262,2,touched,bawp-8,False
16,0,2,-1,0.0296,8,2,touched,bawp-8,False
16,0,0,0,1.0,270,2,lost,bawp-8,False
24,0,1,-1,0.9549,254,2,touched,bawp-8,False
24,0,2,-1,0.0451,12,2,touched,bawp-8,False
24,0,0,0,1.0,266,2,lost,bawp-8,False
32,0,1,-1,0.9389,246,2,touched,bawp-8,False
32,0,2,-1,0.0611,16,2,touched,bawp-8,False
32,0,0,0,1.0,262,2,lost,bawp-8,False
48,0,1,-1,0.9055,230,2,touched,bawp-8,False
48,0,2,-1,0.0945,24,2,touched,bawp-8,False
48,0,0,0,1.0,254,2,lost,bawp-8,False
64,0,1,-1,0.8699,214,2,touched,bawp-8,False
64,0,2,-1,0.1301,32,2,touched,bawp-8,False
64,0,0,0,0.1057,26,2,lost,bawp-8,False
64,0,1,1,0.8943,220,2,lost,bawp-8,False
1,1,1,-1,1.0,278,2,touched,bawp-8,False
1,1,0,0,1.0,278,2,lost,bawp-8,False
2,1,1,-1,0.9964,276,2,touched,bawp-8,False
2,1,2,-1,0.0036,1,2,touched,bawp-8,False
2,1,0,0,1.0,277,2,lost,bawp-8,False
4,1,1,-1,0.9928,274,2,touched,bawp-8,False
4,1,2,-1,0.0072,2,2,touched,bawp-8,False
4,1,0,0,1.0,276,2,lost,bawp-8,False
8,1,1,-1,0.9854,270,2,touched,bawp-8,False
8,1,2,-1,0.0146,4,2,touched,bawp-8,False
8,1,0,0,1.0,274,2,lost,bawp-8,False
16,1,1,-1,0.9704,262,2,touched,bawp-8,False
16,1,2,-1,0.0296,8,2,touched,bawp-8,False
16,1,0,0,1.0,270,2,lost,bawp-8,False
24,1,1,-1,0.9549,254,2,touched,bawp-8,False
24,1,2,-1,0.0451,12,2,touched,bawp-8,False
24,1,0,0,1.0,266,2,lost,bawp-8,False
32,1,1,-1,0.9389,246,2,touched,bawp-8,False
32,1,2,-1,0.0611,16,2,touched,bawp-8,False
32,1,0,0,1.0,262,2,lost,bawp-8,False
48,1,1,-1,0.9055,230,2,touched,bawp-8,False
48,1,2,-1,0.0945,24,2,touched,bawp-8,False
48,1,0,0,1.0,254,2,lost,bawp-8,False
64,1,1,-1,0.8699,214,2,touched,bawp-8,False
64,1,2,-1,0.1301,32,2,touched,bawp-8,False
64,1,0,0,0.1057,26,2,lost,bawp-8,False
64,1,1,1,0.8943,220,2,lost,bawp-8,False
1,3,1,-1,1.0,278,2,touched,bawp-8,False
1,3,0,0,1.0,278,2,lost,bawp-8,False
2,3,1,-1,0.9964,276,2,touched,bawp-8,False
2,3,2,-1,0.0036,1,2,touched,bawp-8,False
2,3,0,0,1.0,277,2,lost,bawp-8,False
4,3,1,-1,0.9928,274,2,touched,bawp-8,False
4,3,2,-1,0.0072,2,2,touched,bawp-8,False
4,3,0,0,1.0,276,2,lost,bawp-8,False
8,3,1,-1,0.9854,270,2,touched,bawp-8,False
8,3,2,-1,0.0146,4,2,touched,bawp-8,False
8,3,0,0,1.0,274,2,lost,bawp-8,False
16,3,1,-1,0.9704,262,2,touched,bawp-8,False
16,3,2,-1,0.0296,8,2,touched,bawp-8,False
16,3,0,0,1.0,270,2,lost,bawp-8,False
24,3,1,-1,0.9549,254,2,touched,bawp-8,False
24,3,2,-1,0.0451,12,2,touched,bawp-8,False
24,3,0,0,1.0,266,2,lost,bawp-8,False
32,3,1,-1,0.9389,246,2,touched,bawp-8,False
32,3,2,-1,0.0611,16,2,touched,bawp-8,False
32,3,0,0,1.0,262,2,lost,bawp-8,False
48,3,1,-1,0.9055,230,2,touched,bawp-8,False
48,3,2,-1,0.0945,24,2,touched,bawp-8,False
48,3,0,0,1.0,254,2,lost,bawp-8,False
64,3,1,-1,0.8699,214,2,touched,bawp-8,False
64,3,2,-1,0.1301,32,2,touched,bawp-8,False
64,3,0,0,0.1057,26,2,lost,bawp-8,False
64,3,1,1,0.8943,220,2,lost,bawp-8,False
1,0,1,-1,1.0,278,4,touched,bawp-8,False
1,0,0,0,1.0,278,4,lost,bawp-8,False
2,0,1,-1,0.9892,274,4,touched,bawp-8,False
2,0,2,-1,0.0108,3,4,touched,bawp-8,False
2,0,0,0,1.0,277,4,lost,bawp-8,False
4,0,1,-1,0.9783,270,4,touched,bawp-8,False
4,0,2,-1,0.0217,6,4,touched,bawp-8,False
4,0,0,0,1.0,276,4,lost,bawp-8,False
8,0,1,-1,0.9562,262,4,touched,bawp-8,False
8,0,2,-1,0.0438,12,4,touched,bawp-8,False
8,0,0,0,1.0,274,4,lost,bawp-8,False
16,0,1,-1,0.9111,246,4,touched,bawp-8,False
16,0,2,-1,0.0889,24,4,touched,bawp-8,False
16,0,0,0,1.0,270,4,lost,bawp-8,False
24,0,1,-1,0.8647,230,4,touched,bawp-8,False
24,0,2,-1,0.1353,36,4,touched,bawp-8,False
24,0,0,0,1.0,266,4,lost,bawp-8,False
32,0,1,-1,0.8168,214,4,touched,bawp-8,False
32,0,2,-1,0.1832,48,4,touched,bawp-8,False
32,0,0,0,0.126,33,4,lost,bawp-8,False
32,0,1,1,0.874,229,4,lost,bawp-8,False
48,0,1,-1,0.7165,182,4,touched,bawp-8,False
48,0,2,-1,0.2835,72,4,touched,bawp-8,False
48,0,0,0,0.0354,9,4,lost,bawp-8,False
48,0,1,1,0.9646,245,4,lost,bawp-8,False
64,0,1,-1,0.6098,150,4,touched,bawp-8,False
64,0,2,-1,0.3902,96,4,touched,bawp-8,False
64,0,1,1,0.939,231,4,lost,bawp-8,False
64,0,2,2,0.061,15,4,lost,bawp-8,False
1,1,1,-1,1.0,278,4,touched,bawp-8,False
1,1,0,0,1.0,278,4,lost,bawp-8,False
2,1,1,-1,0.9892,274,4,touched,bawp-8,False
2,1,2,-1,0.0108,3,4,touched,bawp-8,False
2,1,0,0,1.0,277,4,lost,bawp-8,False
4,1,1,-1,0.9783,270,4,touched,bawp-8,False
4,1,2,-1,0.0217,6,4,touched,bawp-8,False
4,1,0,0,1.0,276,4,lost,bawp-8,False
8,1,1,-1,0.9562,262,4,touched,bawp-8,False
8,1,2,-1,0.0438,12,4,touched,bawp-8,False
8,1,0,0,1.0,274,4,lost,bawp-8,False
16,1,1,-1,0.9111,246,4,touched,bawp-8,False
16,1,2,-1,0.0889,24,4,touched,bawp-8,False
16,1,0,0,1.0,270,4,lost,bawp-8,False
24,1,1,-1,0.8647,230,4,touched,bawp-8,False
24,1,2,-1,0.1353,36,4,touched,bawp-8,False
24,1,0,0,1.0,266,4,lost,bawp-8,False
32,1,1,-1,0.8168,214,4,touched,bawp-8,False
32,1,2,-1,0.1832,48,4,touched,bawp-8,False
32,1,0,0,0.126,33,4,lost,bawp-8,False
32,1,1,1,0.874,229,4,lost,bawp-8,False
48,1,1,-1,0.7165,182,4,touched,bawp-8,False
48,1,2,-1,0.2835,72,4,touched,bawp-8,False
48,1,0,0,0.0354,9,4,lost,bawp-8,False
48,1,1,1,0.9646,245,4,lost,bawp-8,False
64,1,1,-1,0.6098,150,4,touched,bawp-8,False
64,1,2,-1,0.3902,96,4,touched,bawp-8,False
64,1,1,1,0.939,231,4,lost,bawp-8,False
64,1,2,2,0.061,15,4,lost,bawp-8,False
1,3,1,-1,1.0,278,4,touched,bawp-8,False
1,3,0,0,1.0,278,4,lost,bawp-8,False
2,3,1,-1,0.9892,274,4,touched,bawp-8,False
2,3,2,-1,0.0108,3,4,touched,bawp-8,False
2,3,0,0,1.0,277,4,lost,bawp-8,False
4,3,1,-1,0.9783,270,4,touched,bawp-8,False
4,3,2,-1,0.0217,6,4,touched,bawp-8,False
4,3,0,0,1.0,276,4,lost,bawp-8,False
8,3,1,-1,0.9562,262,4,touched,bawp-8,False
8,3,2,-1,0.0438,12,4,touched,bawp-8,False
8,3,0,0,1.0,274,4,lost,bawp-8,False
16,3,1,-1,0.9111,246,4,touched,bawp-8,False
16,3,2,-1,0.0889,24,4,touched,bawp-8,False
16,3,0,0,1.0,270,4,lost,bawp-8,False
24,3,1,-1,0.8647,230,4,touched,bawp-8,False
24,3,2,-1,0.1353,36,4,touched,bawp-8,False
24,3,0,0,1.0,266,4,lost,bawp-8,False
32,3,1,-1,0.8168,214,4,touched,bawp-8,False
32,3,2,-1,0.1832,48,4,touched,bawp-8,False
32,3,0,0,0.126,33,4,lost,bawp-8,False
32,3,1,1,0.874,229,4,lost,bawp-8,False
48,3,1,-1,0.7165,182,4,touched,bawp-8,False
48,3,2,-1,0.2835,72,4,touched,bawp-8,False
48,3,0,0,0.0354,9,4,lost,bawp-8,False
48,3,1,1,0.9646,245,4,lost,bawp-8,False
64,3,1,-1,0.6098,150,4,touched,bawp-8,False
64,3,2,-1,0.3902,96,4,touched,bawp-8,False
64,3,1,1,0.939,231,4,lost,bawp-8,False
64,3,2,2,0.061,15,4,lost,bawp-8,False
1,0,1,-1,1.0,278,1,touched,bawp-16,False
1,0,0,0,1.0,278,1,lost,bawp-16,False
2,0,1,-1,1.0,277,1,touched,bawp-16,False
2,0,0,0,1.0,277,1,lost,bawp-16,False
4,0,1,-1,1.0,276,1,touched,bawp-16,False
4,0,0,0,1.0,276,1,lost,bawp-16,False
8,0,1,-1,1.0,274,1,touched,bawp-16,False
8,0,0,0,1.0,274,1,lost,bawp-16,False
16,0,1,-1,1.0,270,1,touched,bawp-16,False
16,0,0,0,1.0,270,1,lost,bawp-16,False
24,0,1,-1,1.0,266,1,touched,bawp-16,False
24,0,0,0,1.0,266,1,lost,bawp-16,False
32,0,1,-1,1.0,262,1,touched,bawp-16,False
32,0,0,0,1.0,262,1,lost,bawp-16,False
48,0,1,-1,1.0,254,1,touched,bawp-16,False
48,0,0,0,1.0,254,1,lost,bawp-16,False
64,0,1,-1,1.0,246,1,touched,bawp-16,False
64,0,0,0,1.0,246,1,lost,bawp-16,False
1,1,1,-1,1.0,278,1,touched,bawp-16,False
1,1,0,0,1.0,278,1,lost,bawp-16,False
2,1,1,-1,1.0,277,1,touched,bawp-16,False
2,1,0,0,1.0,277,1,lost,bawp-16,False
4,1,1,-1,1.0,276,1,touched,bawp-16,False
4,1,0,0,1.0,276,1,lost,bawp-16,False
8,1,1,-1,1.0,274,1,touched,bawp-16,False
8,1,0,0,1.0,274,1,lost,bawp-16,False
16,1,1,-1,1.0,270,1,touched,bawp-16,False
16,1,0,0,1.0,270,1,lost,bawp-16,False
24,1,1,-1,1.0,266,1,touched,bawp-16,False
24,1,0,0,1.0,266,1,lost,bawp-16,False
32,1,1,-1,1.0,262,1,touched,bawp-16,False
32,1,0,0,1.0,262,1,lost,bawp-16,False
48,1,1,-1,1.0,254,1,touched,bawp-16,False
48,1,0,0,1.0,254,1,lost,bawp-16,False
64,1,1,-1,1.0,246,1,touched,bawp-16,False
64,1,0,0,1.0,246,1,lost,bawp-16,False
1,3,1,-1,1.0,278,1,touched,bawp-16,False
1,3,0,0,1.0,278,1,lost,bawp-16,False
2,3,1,-1,1.0,277,1,touched,bawp-16,False
2,3,0,0,1.0,277,1,lost,bawp-16,False
4,3,1,-1,1.0,276,1,touched,bawp-16,False
4,3,0,0,1.0,276,1,lost,bawp-16,False
8,3,1,-1,1.0,274,1,touched,bawp-16,False
8,3,0,0,1.0,274,1,lost,bawp-16,False
16,3,1,-1,1.0,270,1,touched,bawp-16,False
16,3,0,0,1.0,270,1,lost,bawp-16,False
24,3,1,-1,1.0,266,1,touched,bawp-16,False
24,3,0,0,1.0,266,1,lost,bawp-16,False
32,3,1,-1,1.0,262,1,touched,bawp-16,False
32,3,0,0,1.0,262,1,lost,bawp-16,False
48,3,1,-1,1.0,254,1,touched,bawp-16,False
48,3,0,0,1.0,254,1,lost,bawp-16,False
64,3,1,-1,1.0,246,1,touched,bawp-16,False
64,3,0,0,1.0,246,1,lost,bawp-16,False
1,0,1,-1,1.0,278,2,touched,bawp-16,False
1,0,0,0,1.0,278,2,lost,bawp-16,False
2,0,1,-1,0.9964,276,2,touched,bawp-16,False
2,0,2,-1,0.0036,1,2,touched,bawp-16,False
2,0,0,0,1.0,277,2,lost,bawp-16,False
4,0,1,-1,0.9928,274,2,touched,bawp-16,False
4,0,2,-1,0.0072,2,2,touched,bawp-16,False
4,0,0,0,1.0,276,2,lost,bawp-16,False
8,0,1,-1,0.9854,270,2,touched,bawp-16,False
8,0,2,-1,0.0146,4,2,touched,bawp-16,False
8,0,0,0,1.0,274,2,lost,bawp-16,False
16,0,1,-1,0.9704,262,2,touched,bawp-16,False
16,0,2,-1,0.0296,8,2,touched,bawp-16,False
16,0,0,0,1.0,270,2,lost,bawp-16,False
24,0,1,-1,0.9549,254,2,touched,bawp-16,False
24,0,2,-1,0.0451,12,2,touched,bawp-16,False
24,0,0,0,1.0,266,2,lost,bawp-16,False
32,0,1,-1,0.9389,246,2,touched,bawp-16,False
32,0,2,-1,0.0611,16,2,touched,bawp-16,False
32,0,0,0,1.0,262,2,lost,bawp-16,False
48,0,1,-1,0.9055,230,2,touched,bawp-16,False
48,0,2,-1,0.0945,24,2,touched,bawp-16,False
48,0,0,0,1.0,254,2,lost,bawp-16,False
64,0,1,-1,0.8699,214,2,touched,bawp-16,False
64,0,2,-1,0.1301,32,2,touched,bawp-16,False
64,0,0,0,0.1057,26,2,lost,bawp-16,False
64,0,1,1,0.8943,220,2,lost,bawp-16,False
1,1,1,-1,1.0,278,2,touched,bawp-16,False
1,1,0,0,1.0,278,2,lost,bawp-16,False
2,1,1,-1,0.9964,276,2,touched,bawp-16,False
2,1,2,-1,0.0036,1,2,touched,bawp-16,False
2,1,0,0,1.0,277,2,lost,bawp-16,False
4,1,1,-1,0.9928,274,2,touched,bawp-16,False
4,1,2,-1,0.0072,2,2,touched,bawp-16,False
4,1,0,0,1.0,276,2,lost,bawp-16,False
8,1,1,-1,0.9854,270,2,touched,bawp-16,False
8,1,2,-1,0.0146,4,2,touched,bawp-16,False
8,1,0,0,1.0,274,2,lost,bawp-16,False
16,1,1,-1,0.9704,262,2,touched,bawp-16,False
16,1,2,-1,0.0296,8,2,touched,bawp-16,False
16,1,0,0,1.0,270,2,lost,bawp-16,False
24,1,1,-1,0.9549,254,2,touched,bawp-16,False
24,1,2,-1,0.0451,12,2,touched,bawp-16,False
24,1,0,0,1.0,266,2,lost,bawp-16,False
32,1,1,-1,0.9389,246,2,touched,bawp-16,False
32,1,2,-1,0.0611,16,2,touched,bawp-16,False
32,1,0,0,1.0,262,2,lost,bawp-16,False
48,1,1,-1,0.9055,230,2,touched,bawp-16,False
48,1,2,-1,0.0945,24,2,touched,bawp-16,False
48,1,0,0,1.0,254,2,lost,bawp-16,False
64,1,1,-1,0.8699,214,2,touched,bawp-16,False
64,1,2,-1,0.1301,32,2,touched,bawp-16,False
64,1,0,0,0.1057,26,2,lost,bawp-16,False
64,1,1,1,0.8943,220,2,lost,bawp-16,False
1,3,1,-1,1.0,278,2,touched,bawp-16,False
1,3,0,0,1.0,278,2,lost,bawp-16,False
2,3,1,-1,0.9964,276,2,touched,bawp-16,False
2,3,2,-1,0.0036,1,2,touched,bawp-16,False
2,3,0,0,1.0,277,2,lost,bawp-16,False
4,3,1,-1,0.9928,274,2,touched,bawp-16,False
4,3,2,-1,0.0072,2,2,touched,bawp-16,False
4,3,0,0,1.0,276,2,lost,bawp-16,False
8,3,1,-1,0.9854,270,2,touched,bawp-16,False
8,3,2,-1,0.0146,4,2,touched,bawp-16,False
8,3,0,0,1.0,274,2,lost,bawp-16,False
16,3,1,-1,0.9704,262,2,touched,bawp-16,False
16,3,2,-1,0.0296,8,2,touched,bawp-16,False
16,3,0,0,1.0,270,2,lost,bawp-16,False
24,3,1,-1,0.9549,254,2,touched,bawp-16,False
24,3,2,-1,0.0451,12,2,touched,bawp-16,False
24,3,0,0,1.0,266,2,lost,bawp-16,False
32,3,1,-1,0.9389,246,2,touched,bawp-16,False
32,3,2,-1,0.0611,16,2,touched,bawp-16,False
32,3,0,0,1.0,262,2,lost,bawp-16,False
48,3,1,-1,0.9055,230,2,touched,bawp-16,False
48,3,2,-1,0.0945,24,2,touched,bawp-16,False
48,3,0,0,1.0,254,2,lost,bawp-16,False
64,3,1,-1,0.8699,214,2,touched,bawp-16,False
64,3,2,-1,0.1301,32,2,touched,bawp-16,False
64,3,0,0,0.1057,26,2,lost,bawp-16,False
64,3,1,1,0.8943,220,2,lost,bawp-16,False
1,0,1,-1,1.0,278,4,touched,bawp-16,False
1,0,0,0,1.0,278,4,lost,bawp-16,False
2,0,1,-1,0.9892,274,4,touched,bawp-16,False
2,0,2,-1,0.0108,3,4,touched,bawp-16,False
2,0,0,0,1.0,277,4,lost,bawp-16,False
4,0,1,-1,0.9783,270,4,touched,bawp-16,False
4,0,2,-1,0.0217,6,4,touched,bawp-16,False
4,0,0,0,1.0,276,4,lost,bawp-16,False
8,0,1,-1,0.9562,262,4,touched,bawp-16,False
8,0,2,-1,0.0438,12,4,touched,bawp-16,False
8,0,0,0,1.0,274,4,lost,bawp-16,False
16,0,1,-1,0.9111,246,4,touched,bawp-16,False
16,0,2,-1,0.0889,24,4,touched,bawp-16,False
16,0,0,0,1.0,270,4,lost,bawp-16,False
24,0,1,-1,0.8647,230,4,touched,bawp-16,False
24,0,2,-1,0.1353,36,4,touched,bawp-16,False
24,0,0,0,1.0,266,4,lost,bawp-16,False
32,0,1,-1,0.8168,214,4,touched,bawp-16,False
32,0,2,-1,0.1832,48,4,touched,bawp-16,False
32,0,0,0,0.126,33,4,lost,bawp-16,False
32,0,1,1,0.874,229,4,lost,bawp-16,False
48,0,1,-1,0.7165,182,4,touched,bawp-16,False
48,0,2,-1,0.2835,72,4,touched,bawp-16,False
48,0,0,0,0.0354,9,4,lost,bawp-16,False
48,0,1,1,0.9646,245,4,lost,bawp-16,False
64,0,1,-1,0.6098,150,4,touched,bawp-16,False
64,0,2,-1,0.3902,96,4,touched,bawp-16,False
64,0,1,1,0.939,231,4,lost,bawp-16,False
64,0,2,2,0.061,15,4,lost,bawp-16,False
1,1,1,-1,1.0,278,4,touched,bawp-16,False
1,1,0,0,1.0,278,4,lost,bawp-16,False
2,1,1,-1,0.9892,274,4,touched,bawp-16,False
2,1,2,-1,0.0108,3,4,touched,bawp-16,False
2,1,0,0,1.0,277,4,lost,bawp-16,False
4,1,1,-1,0.9783,270,4,touched,bawp-16,False
4,1,2,-1,0.0217,6,4,touched,bawp-16,False
4,1,0,0,1.0,276,4,lost,bawp-16,False
8,1,1,-1,0.9562,262,4,touched,bawp-16,False
8,1,2,-1,0.0438,12,4,touched,bawp-16,False
8,1,0,0,1.0,274,4,lost,bawp-16,False
16,1,1,-1,0.9111,246,4,touched,bawp-16,False
16,1,2,-1,0.0889,24,4,touched,bawp-16,False
16,1,0,0,1.0,270,4,lost,bawp-16,False
24,1,1,-1,0.8647,230,4,touched,bawp-16,False
24,1,2,-1,0.1353,36,4,touched,bawp-16,False
24,1,0,0,1.0,266,4,lost,bawp-16,False
32,1,1,-1,0.8168,214,4,touched,bawp-16,False
32,1,2,-1,0.1832,48,4,touched,bawp-16,False
32,1,0,0,0.126,33,4,lost,bawp-16,False
32,1,1,1,0.874,229,4,lost,bawp-16,False
48,1,1,-1,0.7165,182,4,touched,bawp-16,False
48,1,2,-1,0.2835,72,4,touched,bawp-16,False
48,1,0,0,0.0354,9,4,lost,bawp-16,False
48,1,1,1,0.9646,245,4,lost,bawp-16,False
64,1,1,-1,0.6098,150,4,touched,bawp-16,False
64,1,2,-1,0.3902,96,4,touched,bawp-16,False
64,1,1,1,0.939,231,4,lost,bawp-16,False
64,1,2,2,0.061,15,4,lost,bawp-16,False
1,3,1,-1,1.0,278,4,touched,bawp-16,False
1,3,0,0,1.0,278,4,lost,bawp-16,False
2,3,1,-1,0.9892,274,4,touched,bawp-16,False
2,3,2,-1,0.0108,3,4,touched,bawp-16,False
2,3,0,0,1.0,277,4,lost,bawp-16,False
4,3,1,-1,0.9783,270,4,touched,bawp-16,False
4,3,2,-1,0.0217,6,4,touched,bawp-16,False
4,3,0,0,1.0,276,4,lost,bawp-16,False
8,3,1,-1,0.9562,262,4,touched,bawp-16,False
8,3,2,-1,0.0438,12,4,touched,bawp-16,False
8,3,0,0,1.0,274,4,lost,bawp-16,False
16,3,1,-1,0.9111,246,4,touched,bawp-16,False
16,3,2,-1,0.0889,24,4,touched,bawp-16,False
16,3,0,0,1.0,270,4,lost,bawp-16,False
24,3,1,-1,0.8647,230,4,touched,bawp-16,False
24,3,2,-1,0.1353,36,4,touched,bawp-16,False
24,3,0,0,1.0,266,4,lost,bawp-16,False
32,3,1,-1,0.8168,214,4,touched,bawp-16,False
32,3,2,-1,0.1832,48,4,touched,bawp-16,False
32,3,0,0,0.126,33,4,lost,bawp-16,False
32,3,1,1,0.874,229,4,lost,bawp-16,False
48,3,1,-1,0.7165,182,4,touched,bawp-16,False
48,3,2,-1,0.2835,72,4,touched,bawp-16,False
48,3,0,0,0.0354,9,4,lost,bawp-16,False
48,3,1,1,0.9646,245,4,lost,bawp-16,False
64,3,1,-1,0.6098,150,4,touched,bawp-16,False
64,3,2,-1,0.3902,96,4,touched,bawp-16,False
64,3,1,1,0.939,231,4,lost,bawp-16,False
64,3,2,2,0.061,15,4,lost,bawp-16,False
1,0,1,-1,1.0,278,1,touched,bawp-32,False
1,0,0,0,1.0,278,1,lost,bawp-32,False
2,0,1,-1,1.0,277,1,touched,bawp-32,False
2,0,0,0,1.0,277,1,lost,bawp-32,False
4,0,1,-1,1.0,276,1,touched,bawp-32,False
4,0,0,0,1.0,276,1,lost,bawp-32,False
8,0,1,-1,1.0,274,1,touched,bawp-32,False
8,0,0,0,1.0,274,1,lost,bawp-32,False
16,0,1,-1,1.0,270,1,touched,bawp-32,False
16,0,0,0,1.0,270,1,lost,bawp-32,False
24,0,1,-1,1.0,266,1,touched,bawp-32,False
24,0,0,0,1.0,266,1,lost,bawp-32,False
32,0,1,-1,1.0,262,1,touched,bawp-32,False
32,0,0,0,1.0,262,1,lost,bawp-32,False
48,0,1,-1,1.0,254,1,touched,bawp-32,False
48,0,0,0,1.0,254,1,lost,bawp-32,False
64,0,1,-1,1.0,246,1,touched,bawp-32,False
64,0,0,0,1.0,246,1,lost,bawp-32,False
1,1,1,-1,1.0,278,1,touched,bawp-32,False
1,1,0,0,1.0,278,1,lost,bawp-32,False
2,1,1,-1,1.0,277,1,touched,bawp-32,False
2,1,0,0,1.0,277,1,lost,bawp-32,False
4,1,1,-1,1.0,276,1,touched,bawp-32,False
4,1,0,0,1.0,276,1,lost,bawp-32,False
8,1,1,-1,1.0,274,1,touched,bawp-32,False
8,1,0,0,1.0,274,1,lost,bawp-32,False
16,1,1,-1,1.0,270,1,touched,bawp-32,False
16,1,0,0,1.0,270,1,lost,bawp-32,False
24,1,1,-1,1.0,266,1,touched,bawp-32,False
24,1,0,0,1.0,266,1,lost,bawp-32,False
32,1,1,-1,1.0,262,1,touched,bawp-32,False
32,1,0,0,1.0,262,1,lost,bawp-32,False
48,1,1,-1,1.0,254,1,touched,bawp-32,False
48,1,0,0,1.0,254,1,lost,bawp-32,False
64,1,1,-1,1.0,246,1,touched,bawp-32,False
64,1,0,0,1.0,246,1,lost,bawp-32,False
1,3,1,-1,1.0,278,1,touched,bawp-32,False
1,3,0,0,1.0,278,1,lost,bawp-32,False
2,3,1,-1,1.0,277,1,touched,bawp-32,False
2,3,0,0,1.0,277,1,lost,bawp-32,False
4,3,1,-1,1.0,276,1,touched,bawp-32,False
4,3,0,0,1.0,276,1,lost,bawp-32,False
8,3,1,-1,1.0,274,1,touched,bawp-32,False
8,3,0,0,1.0,274,1,lost,bawp-32,False
16,3,1,-1,1.0,270,1,touched,bawp-32,False
16,3,0,0,1.0,270,1,lost,bawp-32,False
24,3,1,-1,1.0,266,1,touched,bawp-32,False
24,3,0,0,1.0,266,1,lost,bawp-32,False
32,3,1,-1,1.0,262,1,touched,bawp-32,False
32,3,0,0,1.0,262,1,lost,bawp-32,False
48,3,1,-1,1.0,254,1,touched,bawp-32,False
48,3,0,0,1.0,254,1,lost,bawp-32,False
64,3,1,-1,1.0,246,1,touched,bawp-32,False
64,3,0,0,1.0,246,1,lost,bawp-32,False
1,0,1,-1,1.0,278,2,touched,bawp-32,False
1,0,0,0,1.0,278,2,lost,bawp-32,False
2,0,1,-1,0.9964,276,2,touched,bawp-32,False
2,0,2,-1,0.0036,1,2,touched,bawp-32,False
2,0,0,0,1.0,277,2,lost,bawp-32,False
4,0,1,-1,0.9928,274,2,touched,bawp-32,False
4,0,2,-1,0.0072,2,2,touched,bawp-32,False
4,0,0,0,1.0,276,2,lost,bawp-32,False
8,0,1,-1,0.9854,270,2,touched,bawp-32,False
8,0,2,-1,0.0146,4,2,touched,bawp-32,False
8,0,0,0,1.0,274,2,lost,bawp-32,False
16,0,1,-1,0.9704,262,2,touched,bawp-32,False
16,0,2,-1,0.0296,8,2,touched,bawp-32,False
16,0,0,0,1.0,270,2,lost,bawp-32,False
24,0,1,-1,0.9549,254,2,touched,bawp-32,False
24,0,2,-1,0.0451,12,2,touched,bawp-32,False
24,0,0,0,1.0,266,2,lost,bawp-32,False
32,0,1,-1,0.9389,246,2,touched,bawp-32,False
32,0,2,-1,0.0611,16,2,touched,bawp-32,False
32,0,0,0,1.0,262,2,lost,bawp-32,False
48,0,1,-1,0.9055,230,2,touched,bawp-32,False
48,0,2,-1,0.0945,24,2,touched,bawp-32,False
48,0,0,0,1.0,254,2,lost,bawp-32,False
64,0,1,-1,0.8699,214,2,touched,bawp-32,False
64,0,2,-1,0.1301,32,2,touched,bawp-32,False
64,0,0,0,0.1057,26,2,lost,bawp-32,False
64,0,1,1,0.8943,220,2,lost,bawp-32,False
1,1,1,-1,1.0,278,2,touched,bawp-32,False
1,1,0,0,1.0,278,2,lost,bawp-32,False
2,1,1,-1,0.9964,276,2,touched,bawp-32,False
2,1,2,-1,0.0036,1,2,touched,bawp-32,False
2,1,0,0,1.0,277,2,lost,bawp-32,False
4,1,1,-1,0.9928,274,2,touched,bawp-32,False
4,1,2,-1,0.0072,2,2,touched,bawp-32,False
4,1,0,0,1.0,276,2,lost,bawp-32,False
8,1,1,-1,0.9854,270,2,touched,bawp-32,False
8,1,2,-1,0.0146,4,2,touched,bawp-32,False
